Year,GeogName,GeogID,Borough,TotalPop,Hispanic/Latino,White,Black,AmericanIndian,Asian,Puerto Rican
2015,New Brighton-Silver Lake,SI35,Staten Island,"18,420","4,687","10,387","2,196",0,799,"1,816"
2015,New Dorp-Midland Beach,SI45,Staten Island,"20,968","2,801","16,076",215,0,"1,774","1,252"
2015,New Springville-Bloomfield-Travis,SI05,Staten Island,"39,844","5,601","24,877","2,305",9,"6,248","3,509"
2015,Oakwood-Oakwood Beach,SI25,Staten Island,"21,454","2,751","17,450",452,0,575,"1,720"
2015,Old Town-Dongan Hills-South Beach,SI36,Staten Island,"24,908","3,623","17,356",973,73,"2,438","1,222"
2015,park-cemetery-etc-Staten Island,SI99,Staten Island,0,0,0,0,0,0,0
2015,Port Richmond,SI28,Staten Island,"19,626","6,623","7,734","3,502",16,"1,140","2,656"
2015,Rossville-Woodrow,SI32,Staten Island,"20,931","1,584","17,799",75,0,"1,294",875
2015,Stapleton-Rosebank,SI37,Staten Island,"26,257","8,163","9,306","5,159",20,"2,944","3,363"
2015,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Staten Island,"31,989","3,305","23,207",592,7,"4,524","2,106"
2015,West New Brighton-New Brighton-St. George,SI22,Staten Island,"32,474","10,278","7,905","11,630",37,"1,328","4,685"
2015,Westerleigh,SI07,Staten Island,"23,811","3,241","17,263",855,0,"1,902","1,711"
2015,Allerton-Pelham Gardens,BX31,The Bronx,"33,570","10,332","8,369","11,102",0,"2,875","5,490"
2015,Bedford Park-Fordham North,BX05,The Bronx,"55,274","38,153","4,508","8,949",64,"2,416","11,516"
2015,Belmont,BX06,The Bronx,"28,552","17,621","5,909","4,012",74,458,"5,411"
2015,Bronxdale,BX07,The Bronx,"36,685","19,687","4,138","10,705",0,"1,404","9,078"
2015,Claremont-Bathgate,BX01,The Bronx,"33,891","19,710",332,"13,373",210,17,"8,372"
2015,Co-op City,BX13,The Bronx,"47,942","14,049","3,642","28,422",219,473,"8,183"
2015,Crotona Park East,BX75,The Bronx,"21,473","14,340",188,"6,444",0,169,"4,245"
2015,East Concourse-Concourse Village,BX14,The Bronx,"64,598","37,979","1,064","22,761",659,"1,242","9,887"
2015,East Tremont,BX17,The Bronx,"44,400","30,330",738,"12,603",26,416,"13,150"
2015,Eastchester-Edenwald-Baychester,BX03,The Bronx,"35,535","9,180","1,328","23,485",213,702,"4,688"
2015,Fordham South,BX40,The Bronx,"27,310","19,479",399,"6,958",49,251,"5,080"
2015,Highbridge,BX26,The Bronx,"39,240","25,152",620,"13,161",9,127,"6,096"
2015,Hunts Point,BX27,The Bronx,"26,974","19,926",270,"6,367",63,173,"9,029"
2015,Kingsbridge Heights,BX30,The Bronx,"31,111","23,001",965,"5,414",147,"1,261","5,126"
2015,Longwood,BX33,The Bronx,"27,545","20,352",359,"6,056",0,529,"8,697"
2015,Melrose South-Mott Haven North,BX34,The Bronx,"41,722","26,831",872,"13,323",103,212,"10,615"
2015,Morrisania-Melrose,BX35,The Bronx,"40,567","25,401",605,"13,660",104,176,"9,144"
2015,Mott Haven-Port Morris,BX39,The Bronx,"54,886","39,396",721,"13,905",233,260,"17,583"
2015,Mount Hope,BX41,The Bronx,"53,686","37,250",816,"13,855",76,869,"8,371"
2015,North Riverdale-Fieldston-Riverdale,BX22,The Bronx,"27,380","5,568","17,833","1,726",28,"1,814","2,050"
2015,Norwood,BX43,The Bronx,"42,225","25,285","4,578","6,503",32,"4,795","8,487"
2015,park-cemetery-etc-Bronx,BX99,The Bronx,"1,769",931,245,544,0,49,373
2015,Parkchester,BX46,The Bronx,"30,584","11,661",621,"13,041",43,"4,287","7,254"
2015,Pelham Bay-Country Club-City Island,BX10,The Bronx,"27,498","10,007","15,248",794,11,"1,316","6,759"
2015,Pelham Parkway,BX49,The Bronx,"29,714","12,372","9,877","3,983",21,"3,077","4,946"
2015,Rikers Island,BX98,The Bronx,"7,703","2,307",471,"4,692",13,122,"1,279"
2015,Schuylerville-Throgs Neck-Edgewater Park,BX52,The Bronx,"48,479","20,745","20,196","4,528",56,"1,955","12,942"
2015,Soundview-Bruckner,BX55,The Bronx,"36,662","22,850",923,"9,151",112,"2,221","8,177"
2015,Soundview-Castle Hill-Clason Point-Harding Park,BX09,The Bronx,"54,468","32,136","1,236","18,999",52,"1,121","18,821"
2015,Spuyten Duyvil-Kingsbridge,BX29,The Bronx,"31,578","11,692","14,880","2,514",47,"1,533","3,255"
2015,University Heights-Morris Heights,BX36,The Bronx,"54,598","36,612",750,"15,818",46,971,"8,461"
2015,Van Cortlandt Village,BX28,The Bronx,"50,467","32,736","4,447","9,886",172,"2,328","8,788"
2015,Van Nest-Morris Park-Westchester Square,BX37,The Bronx,"30,867","16,363","7,415","3,300",13,"3,196","7,300"
2015,West Concourse,BX63,The Bronx,"37,510","26,193",619,"9,008",36,876,"4,767"
2015,West Farms-Bronx River,BX08,The Bronx,"36,493","24,017","1,145","9,077",86,"1,236","9,259"
2015,Westchester-Unionport,BX59,The Bronx,"27,830","17,243","1,306","4,507",0,"3,980","9,284"
2015,Williamsbridge-Olinville,BX44,The Bronx,"63,712","15,608","1,772","43,854",142,"1,079","6,988"
2015,Woodlawn-Wakefield,BX62,The Bronx,"43,859","7,765","7,523","26,197",43,"1,389","3,322"
2015,,,,,,,,NA,,
2015,,,,,,,,NA,,
2016,Bath Beach,BK27,Brooklyn,"33,163","5,861","14,490",404,11,"11,975","1,716"
2016,Bay Ridge,BK31,Brooklyn,"79,134","14,134","50,197","1,511",181,"11,515","5,939"
2016,Bedford,BK75,Brooklyn,"75,318","14,682","26,407","30,566",66,"2,290","6,368"
2016,Bensonhurst East,BK29,Brooklyn,"64,267","7,923","29,894",531,0,"24,858","1,661"
2016,Bensonhurst West,BK28,Brooklyn,"91,646","13,378","39,112",801,111,"37,132","2,526"
2016,Borough Park,BK88,Brooklyn,"105,913","10,244","80,190",946,140,"13,614","1,908"
2016,Brighton Beach,BK19,Brooklyn,"34,157","3,903","23,746",261,149,"5,105",546
2016,Brooklyn Heights-Cobble Hill,BK09,Brooklyn,"24,140","1,949","17,461","1,197",0,"2,327",507
2016,Brownsville,BK81,Brooklyn,"60,124","12,214",740,"45,539",166,963,"5,365"
2016,Bushwick North,BK77,Brooklyn,"60,834","41,017","9,252","5,610",36,"3,996","9,912"
2016,Bushwick South,BK78,Brooklyn,"75,003","41,182","10,883","19,215",128,"2,559","14,650"
2016,Canarsie,BK50,Brooklyn,"88,367","5,467","4,048","74,885",331,"2,509","2,532"
2016,Carroll Gardens-Columbia Street-Red Hook,BK33,Brooklyn,"42,463","8,037","25,780","4,632",0,"2,261","4,350"
2016,Clinton Hill,BK69,Brooklyn,"38,655","4,257","15,508","14,762",12,"2,454","1,527"
2016,Crown Heights North,BK61,Brooklyn,"107,134","13,187","16,853","70,618",239,"3,262","4,349"
2016,Crown Heights South,BK63,Brooklyn,"41,962","3,434","11,814","25,189",147,534,783
2016,Cypress Hills-City Line,BK83,Brooklyn,"48,899","30,110","1,558","12,008",34,"3,928","8,281"
2016,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,BK38,Brooklyn,"42,245","8,691","18,944","8,228",9,"4,684","4,364"
2016,Dyker Heights,BK30,Brooklyn,"45,877","5,148","21,415",368,88,"18,471","1,774"
2016,East Flatbush-Farragut,BK91,Brooklyn,"53,535","3,493",889,"47,317",9,897,991
2016,East New York,BK82,Brooklyn,"94,448","25,482","1,617","62,486",46,"2,706","9,310"
2016,East New York (Pennsylvania Ave),BK85,Brooklyn,"29,447","6,913",560,"21,434",82,198,"2,743"
2016,East Williamsburg,BK90,Brooklyn,"35,985","10,711","15,882","3,125",180,"5,538","4,915"
2016,Erasmus,BK95,Brooklyn,"29,149","2,843","1,230","23,974",17,449,382
2016,Flatbush,BK42,Brooklyn,"108,653","20,589","24,359","49,067",61,"11,129","3,781"
2016,Flatlands,BK58,Brooklyn,"72,540","6,199","11,458","50,633",41,"3,008","2,114"
2016,Fort Greene,BK68,Brooklyn,"30,288","6,482","8,540","11,222",19,"2,937","2,914"
2016,Georgetown-Marine Park-Bergen Beach-Mill Basin,BK45,Brooklyn,"47,997","5,118","32,452","6,072",0,"3,580","2,078"
2016,Gravesend,BK26,Brooklyn,"30,288","4,327","15,255","2,384",105,"7,534","1,944"
2016,Greenpoint,BK76,Brooklyn,"33,351","4,340","25,167",736,29,"1,950","1,333"
2016,Homecrest,BK25,Brooklyn,"44,516","4,454","34,673",427,108,"3,855",863
2016,Kensington-Ocean Parkway,BK41,Brooklyn,"37,676","6,056","18,756","2,682",31,"8,416","1,766"
2016,Madison,BK44,Brooklyn,"40,122","3,471","26,247",547,0,"8,893",817
2016,Midwood,BK43,Brooklyn,"53,377","3,879","39,881","2,814",87,"5,946","1,013"
2016,North Side-South Side,BK73,Brooklyn,"54,330","18,952","28,571","1,581",0,"3,829","7,379"
2016,Ocean Hill,BK79,Brooklyn,"34,025","6,927","1,310","24,756",29,638,"3,286"
2016,Ocean Parkway South,BK46,Brooklyn,"21,253","1,733","17,545",229,301,"1,082",468
2016,Park Slope-Gowanus,BK37,Brooklyn,"73,881","12,316","49,436","3,260",117,"5,177","4,788"
2016,park-cemetery-etc-Brooklyn,BK99,Brooklyn,375,85,217,23,0,28,0
2016,Prospect Heights,BK64,Brooklyn,"20,493","2,343","10,366","5,090",34,"1,495",635
2016,Prospect Lefferts Gardens-Wingate,BK60,Brooklyn,"69,363","7,294","10,187","48,670",40,"1,514","1,558"
2016,Rugby-Remsen Village,BK96,Brooklyn,"55,951","3,917",985,"49,751",100,608,"1,848"
2016,Seagate-Coney Island,BK21,Brooklyn,"29,677","7,776","9,216","8,841",91,"3,128","4,628"
2016,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,BK17,Brooklyn,"66,293","5,809","43,445","4,741",167,"11,275","2,135"
2016,Starrett City,BK93,Brooklyn,"12,388","2,208","2,759","6,816",117,306,"1,665"
2016,Stuyvesant Heights,BK35,Brooklyn,"67,371","12,114","6,512","45,035",165,"2,263","5,228"
2016,Sunset Park East,BK34,Brooklyn,"71,850","22,901","9,109","1,045",22,"37,938","4,842"
2016,Sunset Park West,BK32,Brooklyn,"57,377","36,494","9,735","1,817",129,"8,447","8,840"
2016,West Brighton,BK23,Brooklyn,"15,754",429,"14,931",177,0,149,324
2016,Williamsburg,BK72,Brooklyn,"33,767","2,748","29,533","1,238",20,114,"1,540"
2016,Windsor Terrace,BK40,Brooklyn,"22,031","2,881","14,870","1,055",9,"2,580",845
2016,Battery Park City-Lower Manhattan,MN25,Manhattan,"45,737","3,960","29,642","1,100",41,"9,687","1,290"
2016,Central Harlem North-Polo Grounds,MN03,Manhattan,"85,872","22,264","7,770","51,362",349,"1,745","6,892"
2016,Central Harlem South,MN11,Manhattan,"50,095","9,840","9,974","26,221",47,"2,621","3,967"
2016,Chinatown,MN27,Manhattan,"44,898","6,604","7,967","2,467",40,"26,336","2,918"
2016,Clinton,MN15,Manhattan,"44,293","8,588","24,899","2,510",80,"7,018","2,978"
2016,East Harlem North,MN34,Manhattan,"61,031","29,200","5,186","21,873",21,"3,337","12,890"
2016,East Harlem South,MN33,Manhattan,"59,777","25,873","12,998","13,706",0,"5,853","14,295"
2016,East Village,MN22,Manhattan,"43,022","4,672","29,218","2,170",47,"5,957","1,746"
2016,Gramercy,MN21,Manhattan,"27,886","2,091","19,804","1,098",174,"4,002",593
2016,Hamilton Heights,MN04,Manhattan,"52,508","24,053","8,759","15,524",52,"1,863","2,023"
2016,Hudson Yards-Chelsea-Flat Iron-Union Square,MN13,Manhattan,"77,205","10,838","48,751","4,429",51,"11,102","3,439"
2016,Lenox Hill-Roosevelt Island,MN31,Manhattan,"82,051","7,412","59,069","3,197",330,"9,810","1,273"
2016,Lincoln Square,MN14,Manhattan,"59,691","6,010","42,982","2,053",43,"7,131","2,127"
2016,Lower East Side,MN28,Manhattan,"72,789","28,805","15,996","8,007",194,"17,591","19,132"
2016,Manhattanville,MN06,Manhattan,"23,666","13,381","2,357","6,435",0,944,"2,097"
2016,Marble Hill-Inwood,MN01,Manhattan,"52,681","38,689","8,367","3,956",1,866,"4,236"
2016,Midtown-Midtown South,MN17,Manhattan,"27,811","2,307","17,344","1,148",75,"6,029",599
2016,Morningside Heights,MN09,Manhattan,"53,707","11,803","25,978","5,965",96,"8,025","3,291"
2016,Murray Hill-Kips Bay,MN20,Manhattan,"47,774","5,728","29,280","1,996",23,"9,145","1,967"
2016,park-cemetery-etc-Manhattan,MN99,Manhattan,"1,765",358,386,903,14,51,280
2016,SoHo-TriBeCa-Civic Center-Little Italy,MN24,Manhattan,"42,979","2,839","28,050","1,023",43,"9,281",443
2016,Stuyvesant Town-Cooper Village,MN50,Manhattan,"21,462","1,778","15,874",728,0,"2,456",531
2016,Turtle Bay-East Midtown,MN19,Manhattan,"49,628","3,207","36,919",917,45,"7,568",994
2016,Upper East Side-Carnegie Hill,MN40,Manhattan,"58,593","4,130","49,005",602,13,"3,598",821
2016,Upper West Side,MN12,Manhattan,"134,019","21,966","88,180","9,655",72,"10,607","6,690"
2016,Washington Heights North,MN35,Manhattan,"73,523","47,310","19,079","3,892",22,"2,028","3,977"
2016,Washington Heights South,MN36,Manhattan,"92,476","67,385","11,476","9,238",40,"3,003","4,930"
2016,West Village,MN23,Manhattan,"66,772","4,032","53,660","1,339",141,"5,741",902
2016,Yorkville,MN32,Manhattan,"81,278","8,403","60,628","2,494",35,"7,253","2,510"
2016,Airport,QN98,Queens,0,0,0,0,0,0,0
2016,Astoria,QN70,Queens,"77,252","20,787","38,563","2,870",49,"12,811","3,938"
2016,Auburndale,QN48,Queens,"20,609","2,732","7,582",214,33,"9,507",298
2016,Baisley Park,QN76,Queens,"39,079","5,132",420,"27,740",108,"2,109","1,498"
2016,Bayside-Bayside Hills,QN46,Queens,"44,864","5,992","18,640",726,0,"18,741","1,656"
2016,Bellerose,QN43,Queens,"26,916","5,502","7,436","1,705",29,"11,256","1,600"
2016,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel,QN10,Queens,"28,243","3,469","21,974","1,726",75,667,"1,443"
2016,Briarwood-Jamaica Hills,QN35,Queens,"42,224","11,399","7,020","4,892",55,"16,617","1,804"
2016,Cambria Heights,QN33,Queens,"19,546","1,015",227,"17,681",57,138,225
2016,College Point,QN23,Queens,"25,875","9,809","6,221",556,190,"8,363",917
2016,Corona,QN25,Queens,"58,626","36,037","3,983","9,504",180,"8,404","1,981"
2016,Douglas Manor-Douglaston-Little Neck,QN45,Queens,"25,738","3,064","11,938",409,0,"9,656",559
2016,East Elmhurst,QN27,Queens,"21,760","13,548","1,169","4,912",0,"1,725",552
2016,East Flushing,QN52,Queens,"26,436","5,053","3,768",442,53,"16,508",649
2016,Elmhurst,QN29,Queens,"83,663","36,138","5,013","1,734",141,"38,777","1,920"
2016,Elmhurst-Maspeth,QN50,Queens,"26,460","7,178","3,588",186,25,"15,219",407
2016,Far Rockaway-Bayswater,QN15,Queens,"54,264","14,516","14,380","22,400",90,"1,876","3,708"
2016,Flushing,QN22,Queens,"70,697","10,223","5,479","3,001",64,"50,133","1,278"
2016,Forest Hills,QN17,Queens,"86,531","13,127","46,136","2,404",222,"22,120","2,149"
2016,Fresh Meadows-Utopia,QN41,Queens,"18,700","2,331","5,985",557,118,"8,999",256
2016,Ft. Totten-Bay Terrace-Clearview,QN47,Queens,"21,945","3,065","13,404",143,49,"4,878",788
2016,Glen Oaks-Floral Park-New Hyde Park,QN44,Queens,"23,344","2,168","10,533","1,149",26,"8,601",909
2016,Glendale,QN19,Queens,"34,029","11,642","20,094",505,12,"1,367","5,205"
2016,Hammels-Arverne-Edgemere,QN12,Queens,"39,003","10,607","6,175","18,830",45,"2,160","4,378"
2016,Hollis,QN07,Queens,"21,214","2,325",551,"12,445",9,"4,132",657
2016,Hunters Point-Sunnyside-West Maspeth,QN31,Queens,"66,926","22,883","25,244","1,249",72,"15,707","2,733"
2016,Jackson Heights,QN28,Queens,"104,125","58,866","16,416","1,913",126,"24,998","3,837"
2016,Jamaica,QN61,Queens,"55,597","20,129","2,000","9,362",500,"17,430","1,517"
2016,Jamaica Estates-Holliswood,QN06,Queens,"26,757","3,539","6,333","6,668",0,"8,732",711
2016,Kew Gardens,QN60,Queens,"23,719","5,829","10,983","1,546",68,"4,520","1,321"
2016,Kew Gardens Hills,QN37,Queens,"38,404","5,053","20,078","2,720",61,"9,133","1,766"
2016,Laurelton,QN66,Queens,"26,924","1,790",311,"23,802",73,228,759
2016,Lindenwood-Howard Beach,QN57,Queens,"28,247","6,225","19,667",466,0,"1,170","2,336"
2016,Maspeth,QN30,Queens,"29,111","8,874","15,685",401,60,"3,716","1,849"
2016,Middle Village,QN21,Queens,"38,033","6,757","26,824",334,0,"3,693","1,873"
2016,Murray Hill,QN51,Queens,"52,659","7,756","12,939",741,124,"29,772","1,217"
2016,North Corona,QN26,Queens,"54,677","48,057",547,"1,811",64,"3,855",900
2016,Oakland Gardens,QN42,Queens,"28,669","2,307","11,361",766,37,"13,318",430
2016,Old Astoria,QN71,Queens,"28,110","8,538","10,670","3,332",87,"4,914","1,557"
2016,Ozone Park,QN56,Queens,"23,415","10,181","5,389","1,350",0,"5,496","2,974"
2016,park-cemetery-etc-Queens,QN99,Queens,366,33,251,51,0,20,4
2016,Pomonok-Flushing Heights-Hillcrest,QN38,Queens,"36,416","7,976","11,988","3,730",0,"11,603","2,448"
2016,Queens Village,QN34,Queens,"54,732","9,161","3,499","26,241",125,"9,152","2,346"
2016,Queensboro Hill,QN62,Queens,"21,460","3,615","2,985",306,37,"14,198",356
2016,Queensbridge-Ravenswood-Long Island City,QN68,Queens,"18,927","7,364","3,181","3,871",94,"3,707","1,790"
2016,Rego Park,QN18,Queens,"28,106","4,896","12,501",949,39,"9,008",864
2016,Richmond Hill,QN54,Queens,"68,275","24,995","6,813","5,333",432,"21,241","4,785"
2016,Ridgewood,QN20,Queens,"72,964","35,051","29,940","1,274",38,"5,810","12,747"
2016,Rosedale,QN05,Queens,"27,462","2,316","1,031","23,124",15,457,921
2016,South Jamaica,QN01,Queens,"41,606","7,389",163,"27,053",56,"2,781","2,513"
2016,South Ozone Park,QN55,Queens,"85,411","18,821","4,553","18,923",758,"22,174","5,227"
2016,Springfield Gardens North,QN02,Queens,"27,577","1,858",290,"24,482",0,606,"1,079"
2016,Springfield Gardens South-Brookville,QN03,Queens,"21,900","1,560",435,"18,930",0,273,649
2016,St. Albans,QN08,Queens,"54,626","3,724",580,"47,742",185,829,"1,517"
2016,Steinway,QN72,Queens,"48,179","10,184","30,027",846,92,"5,986","1,532"
2016,Whitestone,QN49,Queens,"31,090","4,431","19,142",170,55,"6,570",760
2016,Woodhaven,QN53,Queens,"62,821","33,923","9,801","2,169",133,"15,003","7,937"
2016,Woodside,QN63,Queens,"45,702","16,065","10,245",400,26,"18,007","1,383"
2016,Annadale-Huguenot-Prince's Bay-Eltingville,SI01,Staten Island,"28,698","2,025","25,446",145,30,912,"1,269"
2016,Arden Heights,SI48,Staten Island,"26,482","3,353","20,642",394,14,"1,730","1,752"
2016,Charleston-Richmond Valley-Tottenville,SI11,Staten Island,"24,794","2,392","20,473",227,63,"1,206","1,226"
2016,Grasmere-Arrochar-Ft. Wadsworth,SI14,Staten Island,"15,896","2,339","10,182",951,9,"2,019","1,117"
2016,Great Kills,SI54,Staten Island,"43,602","3,829","36,834",91,73,"2,422","1,636"
2016,Grymes Hill-Clifton-Fox Hills,SI08,Staten Island,"21,636","5,959","6,239","6,602",207,"2,085","2,152"
2016,Mariner's Harbor-Arlington-Port Ivory-Graniteville,SI12,Staten Island,"29,956","10,374","6,913","9,054",0,"3,039","5,562"
2016,New Brighton-Silver Lake,SI35,Staten Island,"18,083","5,219","9,883","1,754",0,840,"1,679"
2016,New Dorp-Midland Beach,SI45,Staten Island,"21,358","3,043","16,380",208,0,"1,582","1,279"
2016,New Springville-Bloomfield-Travis,SI05,Staten Island,"40,907","5,771","25,847","2,096",15,"6,211","3,512"
2016,Oakwood-Oakwood Beach,SI25,Staten Island,"20,618","2,500","16,952",544,0,448,"1,207"
2016,Old Town-Dongan Hills-South Beach,SI36,Staten Island,"24,927","3,969","17,312","1,107",49,"2,118","1,733"
2016,park-cemetery-etc-Staten Island,SI99,Staten Island,0,0,0,0,0,0,0
2016,Port Richmond,SI28,Staten Island,"19,141","6,674","7,691","2,908",15,"1,203","2,556"
2016,Rossville-Woodrow,SI32,Staten Island,"21,397","1,990","18,050",18,17,988,"1,327"
2016,Stapleton-Rosebank,SI37,Staten Island,"26,247","8,511","9,594","5,081",19,"2,301","3,407"
2016,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill,SI24,Staten Island,"32,276","3,323","22,789",700,0,"4,981","1,817"
2016,West New Brighton-New Brighton-St. George,SI22,Staten Island,"33,175","10,090","7,818","11,829",52,"1,914","4,518"
2016,Westerleigh,SI07,Staten Island,"24,131","3,758","17,293",861,0,"1,580","1,882"
2016,Allerton-Pelham Gardens,BX31,The Bronx,"32,450","11,096","7,178","10,659",0,"2,648","5,990"
2016,Bedford Park-Fordham North,BX05,The Bronx,"55,995","40,184","3,237","9,285",59,"2,133","11,590"
2016,Belmont,BX06,The Bronx,"29,372","18,281","5,706","4,359",0,553,"5,263"
2016,Bronxdale,BX07,The Bronx,"37,595","21,093","4,241","10,019",61,"1,221","9,465"
2016,Claremont-Bathgate,BX01,The Bronx,"34,815","20,330",400,"13,757",75,15,"8,539"
2016,Co-op City,BX13,The Bronx,"48,541","13,575","3,418","29,521",119,566,"7,375"
2016,Crotona Park East,BX75,The Bronx,"21,745","14,777",206,"6,319",0,240,"4,506"
2016,East Concourse-Concourse Village,BX14,The Bronx,"64,516","38,260","1,009","22,323",432,"1,601","9,564"
2016,East Tremont,BX17,The Bronx,"44,510","30,476",681,"12,728",0,358,"13,225"
2016,Eastchester-Edenwald-Baychester,BX03,The Bronx,"35,172","8,536","1,242","23,328",228,"1,086","4,211"
2016,Fordham South,BX40,The Bronx,"28,434","20,613",340,"7,092",44,120,"4,554"
2016,Highbridge,BX26,The Bronx,"39,144","25,647",664,"12,517",30,112,"5,862"
2016,Hunts Point,BX27,The Bronx,"26,531","19,396",263,"6,513",50,174,"8,259"
2016,Kingsbridge Heights,BX30,The Bronx,"31,294","23,479","1,299","4,835",196,"1,068","5,044"
2016,Longwood,BX33,The Bronx,"28,961","21,561",330,"6,348",39,408,"8,835"
2016,Melrose South-Mott Haven North,BX34,The Bronx,"43,244","27,262",628,"14,211",179,261,"10,521"
2016,Morrisania-Melrose,BX35,The Bronx,"39,939","24,309",589,"14,149",145,209,"8,972"
2016,Mott Haven-Port Morris,BX39,The Bronx,"55,080","39,533",836,"13,870",208,320,"17,195"
2016,Mount Hope,BX41,The Bronx,"52,973","36,161",809,"14,155",86,923,"8,247"
2016,North Riverdale-Fieldston-Riverdale,BX22,The Bronx,"27,145","5,926","17,274","1,660",19,"1,792","1,701"
2016,Norwood,BX43,The Bronx,"42,666","26,850","4,087","5,853",32,"4,780","8,498"
2016,park-cemetery-etc-Bronx,BX99,The Bronx,"1,777","1,018",211,522,0,26,401
2016,Parkchester,BX46,The Bronx,"30,826","11,741",617,"12,700",85,"4,790","7,105"
2016,Pelham Bay-Country Club-City Island,BX10,The Bronx,"26,172","10,188","13,506",940,28,"1,349","6,835"
2016,Pelham Parkway,BX49,The Bronx,"29,947","13,139","9,619","4,047",45,"2,776","5,305"
2016,Rikers Island,BX98,The Bronx,"7,503","2,240",510,"4,496",14,135,"1,093"
2016,Schuylerville-Throgs Neck-Edgewater Park,BX52,The Bronx,"47,580","21,588","18,892","4,396",52,"1,697","13,328"
2016,Soundview-Bruckner,BX55,The Bronx,"37,866","23,469",941,"9,498",222,"2,441","8,109"
2016,Soundview-Castle Hill-Clason Point-Harding Park,BX09,The Bronx,"56,552","34,288","1,345","19,112",30,999,"20,168"
2016,Spuyten Duyvil-Kingsbridge,BX29,The Bronx,"31,508","12,297","13,851","2,910",0,"1,649","3,452"
2016,University Heights-Morris Heights,BX36,The Bronx,"55,575","37,471",585,"16,229",53,959,"8,251"
2016,Van Cortlandt Village,BX28,The Bronx,"51,157","34,206","4,457","9,067",251,"2,273","7,956"
2016,Van Nest-Morris Park-Westchester Square,BX37,The Bronx,"29,509","15,483","7,212","3,156",13,"3,149","6,661"
2016,West Concourse,BX63,The Bronx,"37,395","26,440",710,"8,644",33,679,"4,486"
2016,West Farms-Bronx River,BX08,The Bronx,"35,752","23,099","1,182","8,977",21,"1,528","9,403"
2016,Westchester-Unionport,BX59,The Bronx,"28,437","18,093","1,121","4,304",0,"3,612","9,371"
2016,Williamsbridge-Olinville,BX44,The Bronx,"65,043","16,401","1,526","45,020",222,784,"7,212"
2016,Woodlawn-Wakefield,BX62,The Bronx,"44,064","7,687","7,179","26,165",12,"1,937","3,238"
2016,,,,,,,,NA,,
2016,,,,,,,,NA,,
